Country,Admin1,Facility name,Facility type,Ownership,Latitude,Longitude,LL source,type,FacilityType
Democratic Republic of the Congo,Sud Kivu,Minova Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.7164,29.0141,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Miti-Murhesa Centre Hôpital,Centre Hôpital,Publique,-2.3475,28.7827,Other,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Monvu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.1661,29.0156,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Muku Centre Hôpital,Centre Hôpital,Publique,-2.5371,28.8067,Combination,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Mulungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.9237,27.9314,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Muzinzi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.7221,28.8308,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Mwenga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.0238,28.4431,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Nundu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.8002,29.0539,Other,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Panzi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.5265,28.8522,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Ruzizi Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.9527,29.1173,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Sange ETAT Centre Hôpital,Centre Hôpital,Publique,-3.0339,29.1884,Geonames,Centre Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Shabunda Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.6891,27.3456,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Uvira Hôpital Général de Référence,Hôpital Général de Référence,Publique,-3.3929,29.1371,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Kivu,Walungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-2.6189,28.6688,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Bafwagbogbo Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.6779,26.5774,Other,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Bangabola Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.4232,18.8973,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Basali Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.7201,23.9844,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Bengamisa Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.9707,25.2086,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Bogosenubea Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.5659,19.7515,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Bokonzi Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.5586,19.0473,Other,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Bominenge Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.1763,20.1624,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Boto Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.1027,19.017,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Budjala Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.6492,19.703,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Bulu Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.4535,20.1307,Other,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Bwamanda Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.1725,19.2317,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Gemena Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.2507,19.7628,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Kungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.7803,19.2023,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Libenge Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.6505,18.6223,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Lowa Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.4004,25.8009,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Lubunga Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.4941,25.1882,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Makiso-Kisangani Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.5199,25.1862,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Mawuya Hôpital Général de Référence,Hôpital Général de Référence,Publique,3.2273,18.675,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Mbaya Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.5248,20.2263,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Ndage Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.3745,20.5219,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Opienge Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.2413,27.4206,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Tandala Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.9734,19.3501,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Tshopo Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.642,25.1886,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Wanierukula Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.2012,25.5198,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Yabaondo Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.108,23.8065,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Yahisuli Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.1073,24.0243,Other,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Yahuma Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.1478,23.1075,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Yalimbongo Hôpital Général de Référence,Hôpital Général de Référence,Publique,2.0139,23.2518,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Sud Ubangi,Zongo Hôpital Général de Référence,Hôpital Général de Référence,Publique,4.34,18.5845,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Ankoro Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.7479,26.9489,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Kabalo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.0478,26.9161,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Kalemie Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.9453,29.194,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Kansimba General Referencia,Hôpital Général de Référence,Publique,-7.3789,29.195,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Katuba Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.3978,28.2327,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Kiyambi General Referencia,Hôpital Général de Référence,Publique,-7.3235,28.014,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Kongolo General Referencia,Hôpital Général de Référence,Publique,-5.3856,26.9992,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Manono Hôpital Général de Référence,Hôpital Général de Référence,Publique,-7.2999,27.4161,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Mbulula General Referencia,Hôpital Général de Référence,Publique,-5.4333,27.4333,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Moba Hôpital Général de Référence,Hôpital Général de Référence,Publique,-6.5479,25.4661,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Nyemba General Referencia,Hôpital Général de Référence,Publique,-5.9591,28.4268,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tanganyika,Nyunzu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-5.954,28.0159,GeoNames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Bafwasende Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.0101,27.1604,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Banalia Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.547,25.3272,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Bandu Cite Hôpital,Hôpital,Publique,1.14,23.5938,Combination,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Basoko Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.2419,23.6155,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Isangi Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.7695,24.2495,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Lokumete Hôpital,Hôpital,Publique,1.2695,23.4995,Other,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Mandima Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.6733,25.9404,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Mangobo Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.6361,25.1161,Other,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Opala Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.505,24.2284,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Ubundu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.3543,25.4313,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Yahuma Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.1028,23.1662,Other,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Yahuma Hôpital Général de Référence,Hôpital Général de Référence,Publique,1.1503,23.1091,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Yakusu Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.5717,25.0263,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshopo,Yaleko Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.2175,24.3564,Geonames,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Befale Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.3928,20.8411,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Boende Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.2857,20.8741,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Bokungu Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.6066,22.311,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Bosanga Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.9041,22.1046,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Djolu Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.6733,22.4491,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Ikela Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.0528,23.3539,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Lingomo Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.6866,22.0529,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Mompono Hôpital Général de Référence,Hôpital Général de Référence,Publique,0.1471,21.6996,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Mondombe Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.7754,22.7513,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Monkoto Hôpital Général de Référence,Hôpital Général de Référence,Publique,-1.7439,20.687,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Wema Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.4851,21.6294,Google Earth,Hôpital,Hospital
Democratic Republic of the Congo,Tshuapa,Yalifafo Hôpital Général de Référence,Hôpital Général de Référence,Publique,-0.7639,22.3323,Google Earth,Hôpital,Hospital
